Freeze Brand,Ear Tag,Breed,Sex,Date Of Birth,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Location,EID,Age(mths)
2952.0,UK107189302952,HOLSTEIN FRIESIAN,Female,2018-02-11,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126307,38
2980.0,UK107189302980,HOLSTEIN FRIESIAN,Female,2018-03-09,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176308712,37
2951.0,UK107189202951,HOLSTEIN FRIESIAN,Female,2018-02-11,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126306,38
2925.0,UK107189402925,HOLSTEIN FRIESIAN,Female,2018-01-14,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126293,39
2645.0,UK106710302645,HOLSTEIN FRIESIAN,Female,2017-10-17,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126192,42
2937.0,UK107189202937,HOLSTEIN FRIESIAN,Female,2018-02-01,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176308697,39
2938.0,UK107189302938,NORWEGIAN RED X,Female,2018-02-01,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126302,39
2691.0,UK106710702691,HOLSTEIN FRIESIAN,Female,2018-01-22,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126208,39
3001.0,UK107189303001,HOLSTEIN FRIESIAN X,Female,2018-03-30,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126315,37
2900.0,UK107189702900,HOLSTEIN FRIESIAN,Female,2017-11-22,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126285,41
2717.0,UK106710502717,HOLSTEIN FRIESIAN,Female,2018-03-21,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126211,37
2686.0,UK106710202686,HOLSTEIN FRIESIAN,Female,2018-01-16,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126206,39
2924.0,UK107189302924,HOLSTEIN FRIESIAN,Female,2018-01-12,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126292,39
2871.0,UK107189602871,Swedish Red X,Female,2017-10-23,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126268,42
2697.0,UK106710602697,HOLSTEIN FRIESIAN,Female,2018-02-05,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126209,39
2929.0,UK107189102929,HOLSTEIN FRIESIAN,Female,2018-01-18,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126296,39
2836.0,UK107189602836,BRITISH FRIESIAN X,Female,2017-09-11,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126250,43
2580.0,UK106710102580,Holstein,Female,2017-06-04,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126177,47
2777.0,UK107189302777,Swedish Red X,Female,2017-03-08,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126232,50
2886.0,UK107189702886,BRITISH FRIESIAN X,Female,2017-11-07,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126277,42
2789.0,UK107189102789,BRITISH FRIESIAN X,Female,2017-03-23,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126234,49
2977.0,UK107189702977,HOLSTEIN FRIESIAN,Female,2018-03-07,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126310,38
2869.0,UK107189402869,Swedish Red X,Female,2017-10-23,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126266,42
2661.0,UK106710502661,HOLSTEIN FRIESIAN,Female,2017-11-30,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126196,-1435
2979.0,UK107189202979,HOLSTEIN FRIESIAN,Female,2018-03-09,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126311,37
2926.0,UK107189502926,HOLSTEIN FRIESIAN,Female,2018-01-14,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126294,39
2719.0,UK106710702719,HOLSTEIN FRIESIAN,Female,2018-03-25,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126212,37
2829.0,UK107189602829,BRITISH FRIESIAN X,Female,2017-08-14,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126247,44
3013.0,UK107189103013,HOLSTEIN FRIESIAN,Female,2018-05-13,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126319,35
2856.0,UK107189502856,HOLSTEIN FRIESIAN,Female,2017-10-01,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126259,43
3026.0,UK107189703026,Holstein,Female,2018-06-26,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126323,34
2720.0,UK106710102720,HOLSTEIN FRIESIAN,Female,2018-03-25,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126213,37
2683.0,UK106710602683,HOLSTEIN FRIESIAN,Female,2018-01-13,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126205,39
2876.0,UK107189402876,Swedish Red X,Female,2017-10-28,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126273,42
2936.0,UK107189102936,NORWEGIAN RED X,Female,2018-01-30,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126300,39
2835.0,UK107189502835,BRITISH FRIESIAN X,Female,2017-09-11,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126249,43
2838.0,UK107189102838,HOLSTEIN FRIESIAN,Female,2017-09-13,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126251,43
2946.0,UK107189402946,HOLSTEIN FRIESIAN,Female,2018-02-09,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126304,38
2911.0,UK107189402911,HOLSTEIN FRIESIAN,Female,2017-12-05,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126289,41
2875.0,UK107189302875,Swedish Red X,Female,2017-10-28,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126272,42
2872.0,UK107189702872,HOLSTEIN FRIESIAN,Female,2017-10-24,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126269,42
2940.0,UK107189502940,HOLSTEIN FRIESIAN,Female,2018-02-01,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126303,39
2679.0,UK106710202679,HOLSTEIN FRIESIAN,Female,2018-01-05,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126203,40
2670.0,UK106710702670,HOLSTEIN FRIESIAN,Female,2017-12-13,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176308663,40
3000.0,UK107189203000,HOLSTEIN FRIESIAN,Female,2018-03-29,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126314,37
2653.0,UK106710402653,HOLSTEIN FRIESIAN,Female,2017-11-08,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126193,41
3009.0,UK107189403009,HOLSTEIN FRIESIAN,Female,2018-04-25,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176308668,36
2678.0,UK106710102678,HOLSTEIN FRIESIAN,Female,2018-01-04,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126202,40
2681.0,UK106710402681,HOLSTEIN FRIESIAN,Female,2018-01-09,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126204,39
,UK106143100424,BEEF SHORTHORN,Male,2018-02-22,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126161,38
3035.0,UK107189203035,Holstein,Female,2018-06-27,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126326,34
3208.0,UK107189703208,HOLSTEIN FRIESIAN,Female,2019-01-16,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176126385,27
,UK107189303505,BRITISH FRIESIAN X,Female,2020-04-10,2020-06-08,,Newcastle University,,nan,,,Nafferton,982000176157071,12
,UK107189403541,BRITISH FRIESIAN X,Female,2020-07-17,2020-07-17,,,,nan,,,Nafferton,982000176157107,9
,UK107189703544,HOLSTEIN FRIESIAN,Female,2020-07-18,2020-07-18,,,,nan,,,Nafferton,982000176157110,9
,UK107189503542,HOLSTEIN FRIESIAN,Female,2020-07-19,2020-07-19,,,,nan,,,Nafferton,982000176157108,9
,UK107189603543,BRITISH FRIESIAN X,Female,2020-07-20,2020-07-20,,,,nan,,,Nafferton,982000176157109,9
,UK107189103545,HOLSTEIN FRIESIAN,Female,2020-07-23,2020-07-23,,,,nan,,,Nafferton,982000176157111,9
,UK107189203546,HOLSTEIN FRIESIAN,Female,2020-07-25,2020-07-25,,,,nan,,,Nafferton,982000176157112,8
,UK107189303547,HOLSTEIN FRIESIAN,Female,2020-08-01,2020-08-01,,,,nan,,,Nafferton,982000176157113,8
,UK107189603550,HOLSTEIN FRIESIAN X,Female,2020-08-06,2020-08-06,,,,nan,,,Nafferton,982000176157116,8
,UK107189103552,BRITISH FRIESIAN X,Female,2020-08-09,2020-08-09,,,,nan,,,Nafferton,982000176157118,8
,UK107189203553,BRITISH FRIESIAN X,Female,2020-08-09,2020-08-09,,,,nan,,,Nafferton,982000176157119,8
,UK107189403555,BRITISH FRIESIAN X,Female,2020-08-10,2020-08-10,,,,nan,,,Nafferton,982000176157121,8
,UK107189503556,BRITISH FRIESIAN X,Female,2020-08-11,2020-08-11,,,,nan,,,Nafferton,982000176157122,8
,UK107189103664,HOLSTEIN FRIESIAN,Female,2020-09-13,2020-09-13,,,,nan,,,Nafferton,982000176157230,7
,UK107189703670,LONGHORN X,Female,2020-09-13,2020-09-13,,,,nan,,,Nafferton,982000176157236,7
,UK107189503654,HOLSTEIN FRIESIAN,Bull,2020-09-20,2020-09-20,,,,nan,,,Nafferton,982000176157220,7
,UK107189603690,LONGHORN X,Bull,2020-10-07,2020-10-07,,,,nan,,,Nafferton,982000176157256,6
,UK107189703565,BRITISH FRIESIAN X,Female,2020-10-20,2020-10-20,,,,nan,2021-04-10,,Nafferton,982000176157131,5
,UK107189403569,HOLSTEIN FRIESIAN,Bull,2020-10-27,2020-10-27,,,,nan,,,Nafferton,982000176157135,5
,UK107189403583,BRITISH FRIESIAN X,Female,2020-11-05,2020-11-05,,,,nan,,,Nafferton,982000176157149,5
,UK107189203588,BRITISH FRIESIAN X,Female,2020-11-05,2020-11-05,,,,nan,,,Nafferton,982000176157154,5
,UK107189503591,BRITISH FRIESIAN X,Female,2020-11-10,2020-11-10,,,,nan,,,Nafferton,982000176157157,5
,UK107189703593,BRITISH FRIESIAN X,Female,2020-11-15,2020-11-15,,,,nan,,,Nafferton,982000176157159,5
,UK107189503598,BRITISH FRIESIAN X,Female,2020-11-15,2020-11-15,,,,nan,,,Nafferton,982000176157164,5
,UK107189103594,HOLSTEIN FRIESIAN X,Female,2020-11-15,2020-11-15,,,,nan,,,Nafferton,982000176157160,5
,UK107189703600,LONGHORN X,Female,2020-11-27,2020-11-27,,,,nan,,,Nafferton,982000176157166,4
,UK107189103601,ABERDEEN ANGUS X,Female,2020-11-27,2020-11-27,,,,nan,,,Nafferton,982000176157167,4
,UK107189603599,LONGHORN X,Bull,2020-11-27,2020-11-27,,,,nan,,,Nafferton,982000176157165,4
,UK107189503752,LONGHORN X,Female,2020-12-04,2020-12-04,,,,nan,,,Nafferton,0,4
,UK107189203756,LONGHORN X,Bull,2020-12-04,2020-12-04,,,,nan,,,Nafferton,0,4
,UK107189103755,LONGHORN X,Female,2020-12-04,2020-12-04,,,,nan,,,Nafferton,0,4
,UK107189403758,LONGHORN X,Female,2020-12-10,2020-12-10,,,,nan,,,Nafferton,0,4
,UK107189503759,LONGHORN X,Female,2020-12-20,2020-12-20,,,,nan,,,Nafferton,0,4
,UK107189603760,LONGHORN X,Bull,2020-12-20,2020-12-20,,,,nan,,,Nafferton,0,4
,UK107189703761,LONGHORN X,Bull,2020-12-20,2020-12-20,,,,nan,,,Nafferton,0,4
,UK107189203763,LONGHORN X,Bull,2020-12-20,2020-12-20,,,,nan,,,Nafferton,0,4
,UK107189303764,LONGHORN X,Bull,2020-12-20,2020-12-20,,,,nan,,,Nafferton,0,4
,UK107189403765,LONGHORN X,Bull,2020-12-20,2020-12-20,,,,nan,,,Nafferton,0,4
,UK107189503766,LONGHORN X,Female,2020-12-20,2020-12-20,,,,nan,,,Nafferton,0,4
2737.0,UK106710402737,HOLSTEIN FRIESIAN,Female,2018-04-12,2020-12-21,,Newcastle University,,nan,,,Nafferton,982000176126214,36
,UK107189203770,LONGHORN X,Bull,2021-01-10,2021-01-10,,,,nan,,,Nafferton,0,3
,UK107189503773,HOLSTEIN FRIESIAN,Female,2021-02-09,2021-02-09,,,,nan,,,Nafferton,0,2
,UK107189703775,HOLSTEIN FRIESIAN,Bull,2021-02-16,2021-02-16,,,,nan,,,Nafferton,0,2
3328.0,UK107189103328,HOLSTEIN FRIESIAN,Female,2019-05-14,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176308652,23
3117.0,UK107189703117,HOLSTEIN FRIESIAN,Female,2018-10-16,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126352,30
3209.0,UK107189103209,HOLSTEIN FRIESIAN,Female,2019-01-17,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126386,27
3227.0,UK107189503227,HOLSTEIN FRIESIAN,Female,2019-02-16,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126395,26
3231.0,UK107189203231,HOLSTEIN FRIESIAN X,Female,2019-02-18,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126398,26
3136.0,UK107189503136,HOLSTEIN FRIESIAN,Female,2018-10-31,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126358,30
3178.0,UK107189503178,HOLSTEIN FRIESIAN,Female,2018-12-03,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126372,28
3186.0,UK107189603186,HOLSTEIN FRIESIAN,Female,2018-12-18,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126376,28
3151.0,UK107189603151,HOLSTEIN FRIESIAN,Female,2018-11-14,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126363,29
3228.0,UK107189603228,HOLSTEIN FRIESIAN X,Female,2019-02-17,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126396,26
3104.0,UK107189103104,HOLSTEIN FRIESIAN,Female,2018-09-23,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126345,31
3216.0,UK107189103216,HOLSTEIN FRIESIAN X,Female,2019-01-26,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126392,27
3258.0,UK107189103258,HOLSTEIN FRIESIAN,Female,2019-03-14,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126408,25
3191.0,UK107189403191,Swedish Red X,Female,2018-12-25,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126378,28
3179.0,UK107189603179,HOLSTEIN FRIESIAN,Female,2018-12-03,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126373,28
3198.0,UK107189403198,HOLSTEIN FRIESIAN,Female,2018-12-27,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126383,28
3165.0,UK107189603165,HOLSTEIN FRIESIAN,Female,2018-11-25,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126366,29
3313.0,UK107189703313,HOLSTEIN FRIESIAN,Female,2019-04-14,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176208385,24
3217.0,UK107189203217,HOLSTEIN FRIESIAN,Female,2019-02-01,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126393,26
3188.0,UK107189103188,HOLSTEIN FRIESIAN,Female,2018-12-22,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126377,28
3204.0,UK107189303204,HOLSTEIN FRIESIAN,Female,2019-01-08,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126384,27
3214.0,UK107189603214,HOLSTEIN FRIESIAN,Female,2019-01-25,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126390,27
3169.0,UK107189303169,HOLSTEIN FRIESIAN,Female,2018-11-25,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126368,29
3211.0,UK107189303211,HOLSTEIN FRIESIAN,Female,2019-01-21,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126388,27
3253.0,UK107189303253,HOLSTEIN FRIESIAN,Female,2019-03-13,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126406,25
3236.0,UK107189703236,HOLSTEIN FRIESIAN,Female,2019-02-19,2021-02-23,,Newcastle University,,nan,,,Nafferton,982000176126401,26
,UK107189403786,Swedish Red X,Female,2021-02-23,2021-02-23,,,,nan,,,Nafferton,0,1
,UK107189103776,LONGHORN X,Bull,2021-02-24,2021-02-24,,,,nan,,,Nafferton,0,1
,UK107189203777,LONGHORN X,Female,2021-02-24,2021-02-24,,,,nan,,,Nafferton,0,1
,UK107189303778,LONGHORN X,Female,2021-02-24,2021-02-24,,,,nan,,,Nafferton,0,1
,UK107189403779,LONGHORN X,Bull,2021-02-24,2021-02-24,,,,nan,,,Nafferton,0,1
,UK107189503780,LONGHORN X,Bull,2021-02-24,2021-02-24,,,,nan,,,Nafferton,0,1
,UK107189103783,HOLSTEIN FRIESIAN X,Female,2021-02-24,2021-02-24,,,,nan,2021-04-10,,Nafferton,0,1
,UK107189203784,HOLSTEIN FRIESIAN,Female,2021-02-24,2021-02-24,,,,nan,,,Nafferton,0,1
,UK107189303785,Swedish Red X,Female,2021-02-24,2021-02-24,,,,nan,,,Nafferton,0,1
,UK107189703810,LONGHORN X,Female,2021-02-24,2021-02-24,,,,nan,,,Nafferton,0,1
,UK107189603781,LONGHORN X,Bull,2021-02-25,2021-02-25,,,,nan,,,Nafferton,0,1
,UK107189703782,LONGHORN X,Bull,2021-02-25,2021-02-25,,,,nan,,,Nafferton,0,1
,UK107189503787,LONGHORN X,Female,2021-02-25,2021-02-25,,,,nan,2021-04-10,,Nafferton,982000176374523,1
,UK107189703789,LONGHORN X,Bull,2021-02-25,2021-02-25,,,,nan,,,Nafferton,0,1
,UK107189603788,JERSEY X,Female,2021-02-25,2021-02-25,,,,nan,,,Nafferton,0,1
,UK107189303792,JERSEY X,Female,2021-02-25,2021-02-25,,,,nan,,,Nafferton,0,1
,UK107189503794,LONGHORN X,Female,2021-02-25,2021-02-25,,,,nan,,,Nafferton,0,1
,UK107189103804,JERSEY X,Female,2021-02-26,2021-02-26,,,,nan,,,Nafferton,0,1
,UK107189603795,JERSEY X,Female,2021-02-26,2021-02-26,,,,nan,,,Nafferton,0,1
,UK107189203791,JERSEY X,Female,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189203805,JERSEY X,Female,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189303806,LONGHORN X,Bull,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189403807,LONGHORN X,Bull,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189703796,LONGHORN X,Bull,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189103797,LONGHORN X,Female,2021-03-01,2021-03-01,,,,nan,2021-04-16,,Nafferton,0,1
,UK107189203798,LONGHORN X,Female,2021-03-02,2021-03-02,,,,nan,,,Nafferton,0,1
,UK107189303799,LONGHORN X,Female,2021-03-02,2021-03-02,,,,nan,,,Nafferton,0,1
,UK107189203812,JERSEY X,Female,2021-03-03,2021-03-03,,,,nan,,,Nafferton,0,1
,UK107189403800,JERSEY X,Female,2021-03-04,2021-03-04,,,,nan,,,Nafferton,0,1
,UK107189503801,JERSEY X,Female,2021-03-04,2021-03-04,,,,nan,,,Nafferton,0,1
,UK107189603802,LONGHORN X,Female,2021-03-04,2021-03-04,,,,nan,,,Nafferton,0,1
,UK107189603809,JERSEY X,Female,2021-03-05,2021-03-05,,,,nan,,,Nafferton,0,1
,UK107189103811,JERSEY X,Female,2021-03-05,2021-03-05,,,,nan,2021-04-10,,Nafferton,0,1
,UK107189203819,JERSEY X,Female,2021-03-05,2021-03-05,,,,nan,,,Nafferton,0,1
,UK107189103818,LONGHORN X,Bull,2021-03-08,2021-03-08,,,,nan,,,Nafferton,0,1
,UK107189403814,JERSEY X,Female,2021-03-09,2021-03-09,,,,nan,,,Nafferton,0,1
,UK107189603816,LONGHORN X,Bull,2021-03-09,2021-03-09,,,,nan,,,Nafferton,0,1
,UK107189703817,JERSEY X,Female,2021-03-09,2021-03-09,,,,nan,,,Nafferton,0,1
,UK107189703831,JERSEY X,Female,2021-03-09,2021-03-09,,,,nan,,,Nafferton,0,1
,UK107189603830,JERSEY X,Female,2021-03-10,2021-03-10,,,,nan,,,Nafferton,0,1
,UK107189403828,JERSEY X,Female,2021-03-11,2021-03-11,,,,nan,2021-04-10,,Nafferton,0,1
,UK107189503829,JERSEY X,Bull,2021-03-11,2021-03-11,,,,nan,,,Nafferton,0,1
,UK107189403821,HOLSTEIN FRIESIAN,Female,2021-03-12,2021-03-12,,,,nan,,,Nafferton,0,1
,UK107189503822,JERSEY X,Female,2021-03-15,2021-03-15,,,,nan,,,Nafferton,0,1
,UK107189603823,LONGHORN X,Female,2021-03-15,2021-03-15,,,,nan,,,Nafferton,0,1
,UK107189203826,LONGHORN X,Bull,2021-03-16,2021-03-16,,,,nan,,,Nafferton,0,1
,UK107189303827,HOLSTEIN FRIESIAN,Bull,2021-03-16,2021-03-16,,,,nan,2021-04-10,,Nafferton,0,0
3183.0,UK107189303183,HOLSTEIN FRIESIAN,Female,2018-12-12,2021-03-18,,Newcastle University,,nan,,,Nafferton,982000176308658,28
,UK107189703824,HOLSTEIN FRIESIAN,Bull,2021-03-19,2021-03-19,,,,nan,,,Nafferton,0,1
,UK107189503836,JERSEY X,Female,2021-03-19,2021-03-19,,,,nan,,,Nafferton,0,1
,UK107189603837,JERSEY X,Bull,2021-03-19,2021-03-19,,,,nan,,,Nafferton,0,1
,UK107189703838,JERSEY X,Female,2021-03-19,2021-03-19,,,,nan,2021-04-10,,Nafferton,0,0
,UK107189103839,JERSEY X,Female,2021-03-20,2021-03-20,,,,nan,,,Nafferton,0,1
,UK107189103832,JERSEY X,Female,2021-03-22,2021-03-22,,,,nan,,,Nafferton,0,0
,UK107189203833,JERSEY X,Female,2021-03-22,2021-03-22,,,,nan,,,Nafferton,0,0
,UK107189303834,Aberdeen-Angus,Bull,2021-03-22,2021-03-22,,,,nan,,,Nafferton,0,0
