InternalID,Freeze Brand,Ear Tag,Colour,Breed,Sex,Date Of Birth,Dam's Ear Tag,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Record 1st Created,Record Edited?,Reason For Change,ReasonForCull,Sire,Location,Age(mths),
209018810,3135,UK107189403135,N/A,HOLSTEIN FRIESIAN,Female,31/10/2018,UK107189502408,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018811,3136,UK107189503136,N/A,HOLSTEIN FRIESIAN,Female,31/10/2018,UK107189602178,23/01/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018812,3140,UK107189203140,N/A,HOLSTEIN FRIESIAN X,Female,05/11/2018,UK107189401763,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018813,3144,UK107189603144,N/A,HOLSTEIN FRIESIAN,Female,07/11/2018,UK107189301993,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018814,3145,UK107189703145,N/A,HOLSTEIN FRIESIAN,Female,08/11/2018,UK107189602101,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018815,3146,UK107189103146,N/A,HOLSTEIN FRIESIAN,Female,08/11/2018,UK107189102362,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018816,3151,UK107189603151,N/A,HOLSTEIN FRIESIAN,Female,14/11/2018,UK107189102369,23/01/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018817,3157,UK107189503157,N/A,HOLSTEIN FRIESIAN,Female,16/11/2018,UK107189102138,07/03/2019,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018818,3163,UK107189403163,N/A,HOLSTEIN FRIESIAN,Female,23/11/2018,UK107189602535,07/03/2019,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,17,
209018819,3165,UK107189603165,N/A,HOLSTEIN FRIESIAN,Female,25/11/2018,UK107189202209,07/03/2019,0 yrs  4 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018820,3168,UK107189203168,N/A,HOLSTEIN FRIESIAN,Female,25/11/2018,UK107189502576,07/03/2019,0 yrs  4 mths,,,,,,08/08/2019,No,,,,,29,
209018821,3169,UK107189303169,N/A,HOLSTEIN FRIESIAN,Female,25/11/2018,UK107189502576,07/03/2019,0 yrs  4 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018822,3172,UK107189603172,N/A,HOLSTEIN FRIESIAN,Female,29/11/2018,UK107189102530,07/03/2019,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,17,
209018824,3175,UK107189203175,N/A,HOLSTEIN FRIESIAN,Female,01/12/2018,UK107189202566,07/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018825,3178,UK107189503178,N/A,HOLSTEIN FRIESIAN,Female,03/12/2018,UK107189102621,07/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018826,3179,UK107189603179,N/A,HOLSTEIN FRIESIAN,Female,03/12/2018,UK107189202622,07/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018827,3183,UK107189303183,N/A,HOLSTEIN FRIESIAN,Female,12/12/2018,UK107189101452,07/03/2019,0 yrs  3 mths,,18/03/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018828,3185,UK107189503185,N/A,HOLSTEIN FRIESIAN,Female,18/12/2018,UK107189602633,07/03/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018837,3204,UK107189303204,N/A,HOLSTEIN FRIESIAN,Female,08/01/2019,UK107189102558,07/03/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018823,3174,UK107189103174,N/A,HOLSTEIN FRIESIAN,Female,09/03/2019,UK106710202294,27/03/2019,0 yrs  0 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,cy,,,,25,
209018829,3186,UK107189603186,N/A,HOLSTEIN FRIESIAN,Female,18/12/2018,UK107189101795,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018830,3188,UK107189103188,N/A,HOLSTEIN FRIESIAN,Female,22/12/2018,UK107189402645,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018831,3191,UK107189403191,N/A,Swedish Red X,Female,25/12/2018,UK107189202314,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018832,3193,UK107189603193,N/A,HOLSTEIN FRIESIAN,Female,26/12/2018,UK107189302588,27/03/2019,0 yrs  3 mths,,,,03/03/2021,Warrens Deadstock,08/08/2019,No,,,,,26,
209018834,3196,UK107189203196,N/A,HOLSTEIN FRIESIAN,Female,27/12/2018,UK106710302267,27/03/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018835,3197,UK107189303197,N/A,HOLSTEIN FRIESIAN,Female,27/12/2018,UK106710702229,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018836,3198,UK107189403198,N/A,HOLSTEIN FRIESIAN,Female,27/12/2018,UK106710502003,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018838,3208,UK107189703208,N/A,HOLSTEIN FRIESIAN,Female,16/01/2019,UK107189602059,30/04/2019,0 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,16,
209018839,3209,UK107189103209,N/A,HOLSTEIN FRIESIAN,Female,17/01/2019,UK106710602256,30/04/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018840,3210,UK107189203210,N/A,HOLSTEIN FRIESIAN,Female,20/01/2019,UK107189102145,30/04/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,16,
209018841,3211,UK107189303211,N/A,HOLSTEIN FRIESIAN,Female,21/01/2019,UK107189402057,30/04/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018842,3213,UK107189503213,N/A,HOLSTEIN FRIESIAN,Female,22/01/2019,UK106710502150,30/04/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018843,3214,UK107189603214,N/A,HOLSTEIN FRIESIAN,Female,25/01/2019,UK106710201853,30/04/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018844,3215,UK107189703215,N/A,MONTBELIARDE X,Female,26/01/2019,UK107189501568,30/04/2019,0 yrs  3 mths,,,,,,08/08/2019,No,,,,,27,
209018845,3216,UK107189103216,N/A,HOLSTEIN FRIESIAN X,Female,26/01/2019,UK107189402393,30/04/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018846,3217,UK107189203217,N/A,HOLSTEIN FRIESIAN,Female,01/02/2019,UK107189402183,30/04/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018847,3218,UK107189303218,N/A,HOLSTEIN FRIESIAN,Female,10/02/2019,UK106710302141,30/04/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,15,
209018851,3231,UK107189203231,N/A,HOLSTEIN FRIESIAN X,Female,18/02/2019,UK107189702466,30/04/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,24,
209018852,3232,UK107189303232,N/A,HOLSTEIN FRIESIAN,Female,18/02/2019,UK107189202055,30/04/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018853,3235,UK107189603235,N/A,HOLSTEIN FRIESIAN,Female,18/02/2019,UK106710602249,30/04/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018861,3258,UK107189103258,N/A,HOLSTEIN FRIESIAN,Female,14/03/2019,UK107189601912,30/04/2019,0 yrs  1 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,23,
209018848,3227,UK107189503227,N/A,HOLSTEIN FRIESIAN,Female,16/02/2019,UK106710302127,24/05/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,24,
209018849,3228,UK107189603228,N/A,HOLSTEIN FRIESIAN X,Female,17/02/2019,UK107189502443,24/05/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,24,
209018850,3229,UK107189703229,N/A,HOLSTEIN FRIESIAN X,Female,17/02/2019,UK107189501281,24/05/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018854,3236,UK107189703236,N/A,HOLSTEIN FRIESIAN,Female,19/02/2019,UK107189202307,24/05/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,24,
209018856,3243,UK107189703243,N/A,HOLSTEIN FRIESIAN,Female,27/02/2019,UK107189302469,24/05/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,fb,,,,25,
209018857,3249,UK107189603249,N/A,HOLSTEIN FRIESIAN,Female,09/03/2019,UK107189602430,24/05/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018858,3251,UK107189103251,N/A,HOLSTEIN FRIESIAN,Female,12/03/2019,UK106710102090,24/05/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018859,3253,UK107189303253,N/A,HOLSTEIN FRIESIAN,Female,13/03/2019,UK106710302246,24/05/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,23,
209018860,,UK107189403254,N/A,HOLSTEIN FRIESIAN,Female,13/03/2019,UK106710301910,24/05/2019,0 yrs  2 mths,,,,26/11/2020,Warrens Deadstock,08/08/2019,No,,,,,20,
209018862,3259,UK107189203259,N/A,HOLSTEIN FRIESIAN,Female,17/04/2019,UK106710101922,24/05/2019,0 yrs  1 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,24,
209018863,3260,UK107189303260,N/A,HOLSTEIN FRIESIAN,Female,17/03/2019,UK107189702319,24/05/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018614,,UK106143100424,N/A,BEEF SHORTHORN,Male,22/02/2018,UK560901301237,27/06/2019,1 yrs  4 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,UK582059601353,,27,
209094015,3310,UK107189403310,Black and White,HOLSTEIN FRIESIAN,Female,13/04/2019,UK106710202266,09/09/2019,0 yrs  5 mths,,,,,,30/10/2019,No,FW wrong,,,,24,
209094018,3331,UK107189403331,Black,HOLSTEIN FRIESIAN,Female,15/05/2019,UK107189202426,09/09/2019,0 yrs  4 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,30/10/2019,No,FW wrong,,,,23,
209094019,0344,UK107189303344,Black and White,HOLSTEIN FRIESIAN,Female,15/06/2019,UK106710601962,09/09/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,30/10/2019,No,FW wrong,,,,22,
209094024,0716,UK107189403345,Black and White,HOLSTEIN FRIESIAN,Female,24/06/2019,UK107189201628,09/09/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,30/10/2019,No,FW wrong,,,,21,
209094025,0461,UK140858600461,Black and White,Longhorn,Male,13/05/2017,,11/10/2019,2 yrs  5 mths,,,,,,30/10/2019,No,FW wrong,,,,47,
209094026,,UK140858600468,Brown & White,Longhorn,Male,21/01/2018,,11/10/2019,1 yrs  9 mths,,,,,,30/10/2019,No,FW wrong,,,,39,
209094027,,UK140858400480,Brown & White,Longhorn,Male,07/04/2018,,11/10/2019,1 yrs  6 mths,,,,,,30/10/2019,No,FW wrong,,,,37,
209150571,3376,UK107189703376,N/A,HOLSTEIN FRIESIAN,Female,26/08/2019,UK106710101992,18/12/2019,0 yrs  4 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,18/12/2019,No,,,UNKNOWN SIRE,,19,
209150572,3378,UK107189203378,N/A,Aberdeen-Angus,Female,21/09/2019,UK106710102517,18/12/2019,0 yrs  3 mths,Newcastle University,,,,,18/12/2019,No,FW wrong,,,,19,
209150573,3384,UK107189103384,N/A,HOLSTEIN FRIESIAN,Female,23/09/2019,UK107189202244,18/12/2019,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,18/12/2019,No,,,LEGEND-MAKER VICTOR BLF BYF CNFCVFDPFRDF,,18,
209150574,3375,UK107189603375,N/A,HOLSTEIN FRIESIAN,Female,03/09/2019,UK107189702676,18/12/2019,0 yrs  3 mths,Newcastle University,,,,,18/12/2019,No,,,,,19,
209150575,3383,UK107189703383,N/A,HOLSTEIN FRIESIAN,Female,23/09/2019,UK106710202000,18/12/2019,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,18/12/2019,No,,,SANDY-VALLEY AMERIX ET BLFBYFCNFCVFDPF,,18,
209150576,3385,UK107189203385,N/A,BRITISH BLUE,Female,23/09/2019,UK107189202636,18/12/2019,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,18/12/2019,No,FW wrong,,UNKNOWN SIRE,,18,
209227146,698,UK107189703278,N/A,HOLSTEIN FRIESIAN,Female,24/03/2019,UK106710202315,24/02/2020,0 yrs  11 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,24,
209227147,699,UK107189103279,N/A,HOLSTEIN FRIESIAN,Female,24/03/2019,UK107189502338,24/02/2020,0 yrs  11 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,24,
209227148,3295,UK107189303295,N/A,HOLSTEIN FRIESIAN,Female,01/04/2019,UK107189202384,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,24,
209227149,3301,UK107189203301,N/A,HOLSTEIN FRIESIAN,Female,05/04/2019,UK106710602144,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,24,
209227150,3308,UK107189203308,N/A,HOLSTEIN FRIESIAN,Female,11/04/2019,UK107189302035,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,24,
209227151,3311,UK107189503311,N/A,HOLSTEIN FRIESIAN,Female,13/04/2019,UK107189502317,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,24,
209227152,3313,UK107189703313,N/A,HOLSTEIN FRIESIAN,Female,14/04/2019,UK107189602479,24/02/2020,0 yrs  10 mths,Newcastle University,23/02/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,22,
209227153,3318,UK107189503318,N/A,HOLSTEIN FRIESIAN X,Female,27/04/2019,UK107189202440,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,23,
209227154,3321,UK107189103321,N/A,HOLSTEIN FRIESIAN,Female,07/05/2019,UK107189402463,24/02/2020,0 yrs  9 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,23,
209227155,3325,UK107189503325,N/A,HOLSTEIN FRIESIAN X,Female,08/05/2019,UK107189201768,24/02/2020,0 yrs  9 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,23,
209227156,3326,UK107189603326,N/A,HOLSTEIN FRIESIAN,Female,09/05/2019,UK106710101838,24/02/2020,0 yrs  9 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,23,
209227157,3327,UK107189703327,N/A,Swedish Red X,Female,09/05/2019,UK107189202475,24/02/2020,0 yrs  9 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,23,
209227158,3328,UK107189103328,N/A,HOLSTEIN FRIESIAN,Female,14/05/2019,UK107189302532,24/02/2020,0 yrs  9 mths,Newcastle University,23/02/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,21,
209227159,719,UK107189203357,N/A,HOLSTEIN FRIESIAN,Female,17/07/2019,UK107189702508,24/02/2020,0 yrs  7 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,21,
209227160,720,UK107189603361,N/A,Holstein,Female,24/07/2019,UK106386401081,24/02/2020,0 yrs  7 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,20,
209227161,721,UK107189703362,N/A,HOLSTEIN FRIESIAN,Female,24/07/2019,UK106710702306,24/02/2020,0 yrs  7 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,20,
209227162,722,UK107189103363,N/A,Holstein,Female,26/07/2019,UK107189102488,24/02/2020,0 yrs  7 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,20,
209227163,3364,UK107189203364,N/A,HOLSTEIN FRIESIAN,Female,31/08/2019,UK106710102202,24/02/2020,0 yrs  6 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,19,
209227164,3366,UK107189403366,N/A,HOLSTEIN FRIESIAN,Female,31/08/2019,UK107189502212,24/02/2020,0 yrs  6 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,,,19,
209227165,3367,UK107189503367,N/A,HOLSTEIN FRIESIAN,Female,30/08/2019,UK106710501891,24/02/2020,0 yrs  6 mths,Newcastle University,,,,,10/03/2020,No,Breeding,,UNKNOWN SIRE,,20,
209227166,3370,UK107189103370,N/A,HOLSTEIN FRIESIAN,Female,27/08/2019,UK107189602066,24/02/2020,0 yrs  6 mths,Newcastle University,,,,,10/03/2020,No,,,,,20,
209227168,3381,UK107189503381,N/A,HOLSTEIN FRIESIAN,Female,22/09/2019,UK106710702362,24/02/2020,0 yrs  5 mths,Newcastle University,,,,,10/03/2020,No,,,UNKNOWN SIRE,,19,
209227169,3382,UK107189603382,N/A,HOLSTEIN FRIESIAN,Female,22/09/2019,UK106710102370,24/02/2020,0 yrs  5 mths,Newcastle University,,,07/12/2020,Warrens,10/03/2020,No,,,UNKNOWN SIRE,,14,
209227170,3392,UK107189203392,N/A,HOLSTEIN FRIESIAN,Female,03/10/2019,UK106710602095,24/02/2020,0 yrs  4 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,,,UNKNOWN SIRE,,18,
209227171,3395,UK107189503395,N/A,HOLSTEIN FRIESIAN,Female,08/10/2019,UK106710701991,24/02/2020,0 yrs  4 mths,Newcastle University,,,02/12/2020,Warrens,10/03/2020,No,,,UNKNOWN SIRE,,14,
209227172,3397,UK107189703397,N/A,HOLSTEIN FRIESIAN,Female,14/10/2019,UK106710402079,24/02/2020,0 yrs  4 mths,Newcastle University,,,,,10/03/2020,No,Change uk to UK,,,,18,
209227173,3398,UK107189103398,N/A,HOLSTEIN FRIESIAN,Female,14/10/2019,UK106710302134,24/02/2020,0 yrs  4 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,Changed from uk to UK,,UNKNOWN SIRE,,18,
209227174,,UK107189103405,Black and White,HOLSTEIN FRIESIAN,Female,01/01/2020,UK106710302582,24/02/2020,0 yrs  1 mths,Newcastle University,,,,,10/03/2020,No,uk,,HOLSTEIN,,15,
209227175,3402,UK107189503402,N/A,HOLSTEIN FRIESIAN,Female,03/11/2019,UK106710102349,24/02/2020,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,uk to UK,,HOLSTEIN,,17,
209227176,3403,UK107189603403,N/A,HOLSTEIN FRIESIAN,Female,03/11/2019,UK107189102740,24/02/2020,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,uk to UK,,HOLSTEIN,,17,
209227177,3404,UK107189703404,N/A,HOLSTEIN FRIESIAN,Female,03/11/2019,UK107189402750,24/02/2020,0 yrs  3 mths,Newcastle University,,,,,10/03/2020,No,uk to UK,,HOLSTEIN,,17,
209227178,3406,UK107189203406,N/A,Swedish Red X,Female,03/11/2019,UK107189102649,24/02/2020,0 yrs  3 mths,Newcastle University,,,,,10/03/2020,No,uk to UK,,HOLSTEIN,,17,
209227179,3407,UK107189303407,N/A,HOLSTEIN FRIESIAN,Female,03/11/2019,UK107189602654,24/02/2020,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,uk to UK,,HOLSTEIN,,17,
209227181,,UK107189603473,N/A,HOLSTEIN FRIESIAN,Female,10/01/2020,UK107189502401,24/02/2020,0 yrs  1 mths,Newcastle University,,,,,10/03/2020,No,update tag,,SANDY-VALLEY AMERIX ET BLFBYFCNFCVFDPF,,15,
209227182,,UK107189103475,N/A,Holstein,Female,30/12/2019,UK107189102215,24/02/2020,0 yrs  2 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,uk to UK,,CARREG SUPERMAN,,15,
209227183,,UK107189403429,N/A,HOLSTEIN FRIESIAN,Female,28/12/2019,UK106710702278,24/02/2020,0 yrs  2 mths,Newcastle University,,,,,10/03/2020,No,uk to UK,,CARREG SUPERMAN,,16,
209227185,,UK107189503430,N/A,HOLSTEIN FRIESIAN,Female,28/12/2019,UK107189602178,24/02/2020,0 yrs  2 mths,Newcastle University,,,,,10/03/2020,No,uk to UK,,CARREG SUPERMAN,,16,
209227186,,UK107189103419,N/A,HOLSTEIN FRIESIAN,Female,28/12/2019,UK106710102181,24/02/2020,0 yrs  2 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,10/03/2020,No,uk to UK,,CARREG SUPERMAN,,15,
