Ear Tag,Breed,Sex,Date Of Birth,Date Of Disposal,Disposed Of To,Date Of Death,Age(mths),
UK107189103146,HOLSTEIN FRIESIAN,Female,08/11/2018,14/05/2020,31/377/0042 Nafferton Farm,,18,
UK107189603151,HOLSTEIN FRIESIAN,Female,14/11/2018,23/02/2021,31/377/0042 Nafferton Farm,,27,
UK107189503157,HOLSTEIN FRIESIAN,Female,16/11/2018,14/05/2020,31/377/0042 Nafferton Farm,,18,
UK107189403163,HOLSTEIN FRIESIAN,Female,23/11/2018,14/05/2020,31/377/0042 Nafferton Farm,,17,
UK107189603165,HOLSTEIN FRIESIAN,Female,25/11/2018,23/02/2021,31/377/0042 Nafferton Farm,,27,
UK107189203168,HOLSTEIN FRIESIAN,Female,25/11/2018,,,,28,
UK107189303169,HOLSTEIN FRIESIAN,Female,25/11/2018,23/02/2021,31/377/0042 Nafferton Farm,,27,
UK107189603172,HOLSTEIN FRIESIAN,Female,29/11/2018,14/05/2020,31/377/0042 Nafferton Farm,,17,
UK107189203175,HOLSTEIN FRIESIAN,Female,01/12/2018,23/02/2021,31/377/0042 Nafferton Farm,,27,
UK107189503178,HOLSTEIN FRIESIAN,Female,03/12/2018,23/02/2021,31/377/0042 Nafferton Farm,,27,
UK107189603179,HOLSTEIN FRIESIAN,Female,03/12/2018,23/02/2021,31/377/0042 Nafferton Farm,,27,
UK107189303183,HOLSTEIN FRIESIAN,Female,12/12/2018,18/03/2021,31/377/0042 Nafferton Farm,,27,
UK107189503185,HOLSTEIN FRIESIAN,Female,18/12/2018,,,,28,
UK107189303204,HOLSTEIN FRIESIAN,Female,08/01/2019,23/02/2021,31/377/0042 Nafferton Farm,,25,
UK107189103174,HOLSTEIN FRIESIAN,Female,09/03/2019,,,,25,
UK107189603186,HOLSTEIN FRIESIAN,Female,18/12/2018,23/02/2021,31/377/0042 Nafferton Farm,,26,
UK107189103188,HOLSTEIN FRIESIAN,Female,22/12/2018,23/02/2021,31/377/0042 Nafferton Farm,,26,
UK107189403191,Swedish Red X,Female,25/12/2018,23/02/2021,31/377/0042 Nafferton Farm,,26,
UK107189603193,HOLSTEIN FRIESIAN,Female,26/12/2018,,,03/03/2021,26,
UK107189103195,HOLSTEIN FRIESIAN,Female,24/12/2018,,,21/04/2020,16,
UK107189203196,HOLSTEIN FRIESIAN,Female,27/12/2018,,,,27,
UK107189303197,HOLSTEIN FRIESIAN,Female,27/12/2018,23/02/2021,31/377/0042 Nafferton Farm,,26,
UK107189403198,HOLSTEIN FRIESIAN,Female,27/12/2018,23/02/2021,31/377/0042 Nafferton Farm,,26,
UK107189703208,HOLSTEIN FRIESIAN,Female,16/01/2019,08/06/2020,31/377/0042 Nafferton Farm,,16,
UK107189103209,HOLSTEIN FRIESIAN,Female,17/01/2019,23/02/2021,31/377/0042 Nafferton Farm,,25,
UK107189203210,HOLSTEIN FRIESIAN,Female,20/01/2019,14/05/2020,31/377/0042 Nafferton Farm,,16,
UK107189303211,HOLSTEIN FRIESIAN,Female,21/01/2019,23/02/2021,31/377/0042 Nafferton Farm,,25,
UK107189503213,HOLSTEIN FRIESIAN,Female,22/01/2019,,,,27,
UK107189603214,HOLSTEIN FRIESIAN,Female,25/01/2019,23/02/2021,31/377/0042 Nafferton Farm,,25,
UK107189703215,MONTBELIARDE X,Female,26/01/2019,,,,26,
UK107189103216,HOLSTEIN FRIESIAN X,Female,26/01/2019,23/02/2021,31/377/0042 Nafferton Farm,,25,
UK107189203217,HOLSTEIN FRIESIAN,Female,01/02/2019,23/02/2021,31/377/0042 Nafferton Farm,,25,
UK107189303218,HOLSTEIN FRIESIAN,Female,10/02/2019,14/05/2020,31/377/0042 Nafferton Farm,,15,
UK107189203231,HOLSTEIN FRIESIAN X,Female,18/02/2019,23/02/2021,31/377/0042 Nafferton Farm,,24,
UK107189303232,HOLSTEIN FRIESIAN,Female,18/02/2019,,,,26,
UK107189603235,HOLSTEIN FRIESIAN,Female,18/02/2019,,,,26,
UK107189103258,HOLSTEIN FRIESIAN,Female,14/03/2019,23/02/2021,31/377/0042 Nafferton Farm,,23,
UK107189503227,HOLSTEIN FRIESIAN,Female,16/02/2019,23/02/2021,31/377/0042 Nafferton Farm,,24,
UK107189603228,HOLSTEIN FRIESIAN X,Female,17/02/2019,23/02/2021,31/377/0042 Nafferton Farm,,24,
UK107189703229,HOLSTEIN FRIESIAN X,Female,17/02/2019,,,,26,
UK107189703236,HOLSTEIN FRIESIAN,Female,19/02/2019,23/02/2021,31/377/0042 Nafferton Farm,,24,
UK107189103237,HOLSTEIN FRIESIAN,Female,19/02/2019,,,21/04/2020,14,
UK107189703243,HOLSTEIN FRIESIAN,Female,27/02/2019,,,,25,
UK107189603249,HOLSTEIN FRIESIAN,Female,09/03/2019,,,,25,
UK107189103251,HOLSTEIN FRIESIAN,Female,12/03/2019,,,,25,
UK107189303253,HOLSTEIN FRIESIAN,Female,13/03/2019,23/02/2021,31/377/0042 Nafferton Farm,,23,
UK107189403254,HOLSTEIN FRIESIAN,Female,13/03/2019,,,26/11/2020,20,
UK107189203259,HOLSTEIN FRIESIAN,Female,17/04/2019,,,,24,
UK107189303260,HOLSTEIN FRIESIAN,Female,17/03/2019,,,,25,
UK106143100424,BEEF SHORTHORN,Male,22/02/2018,08/06/2020,31/377/0042 Nafferton Farm,,27,
UK107189403310,HOLSTEIN FRIESIAN,Female,13/04/2019,,,,24,
UK107189403331,HOLSTEIN FRIESIAN,Female,15/05/2019,,,,23,
UK107189303344,HOLSTEIN FRIESIAN,Female,15/06/2019,,,,22,
UK107189403345,HOLSTEIN FRIESIAN,Female,24/06/2019,,,,21,
UK140858600461,Longhorn,Male,13/05/2017,,,,47,
UK140858600468,Longhorn,Male,21/01/2018,,,,39,
UK140858400480,Longhorn,Male,07/04/2018,,,,36,
UK107189703376,HOLSTEIN FRIESIAN,Female,26/08/2019,,,,19,
UK107189203378,Aberdeen-Angus,Female,21/09/2019,,,,18,
UK107189103384,HOLSTEIN FRIESIAN,Female,23/09/2019,,,,18,
UK107189603375,HOLSTEIN FRIESIAN,Female,03/09/2019,,,,19,
UK107189703383,HOLSTEIN FRIESIAN,Female,23/09/2019,,,,18,
UK107189203385,BRITISH BLUE,Female,23/09/2019,,,,18,
UK106710202518,HOLSTEIN FRIESIAN,Female,04/02/2017,12/02/2020,31/377/0042 Nafferton Farm,,36,
UK107189702809,BRITISH FRIESIAN X,Female,23/05/2017,12/02/2020,,,33,
UK106710602641,HOLSTEIN FRIESIAN,Female,06/10/2017,12/02/2020,,,28,
UK107189202867,HOLSTEIN FRIESIAN X,Female,18/10/2017,12/02/2020,,,28,
UK107189402848,HOLSTEIN FRIESIAN X,Female,21/09/2017,12/02/2020,,,29,
UK106710402639,HOLSTEIN FRIESIAN,Female,02/10/2017,12/02/2020,,,28,
UK106710302568,Holstein,Female,05/05/2017,12/02/2020,,,33,
UK106710602634,HOLSTEIN FRIESIAN,Female,14/09/2017,12/02/2020,,,29,
UK107189702683,Swedish Red X,Female,03/11/2016,12/02/2020,,,39,
UK107189302812,HOLSTEIN FRIESIAN X,Female,01/06/2017,12/02/2020,,,32,
UK106710102566,Holstein,Female,24/04/2017,12/02/2020,,,34,
UK107189402841,HOLSTEIN FRIESIAN,Female,13/09/2017,12/02/2020,,,29,
UK107189602766,BRITISH FRIESIAN X,Female,12/02/2017,12/02/2020,,,36,
UK106710302589,HOLSTEIN FRIESIAN,Female,22/06/2017,12/02/2020,,,32,
UK107189602892,HOLSTEIN FRIESIAN,Female,17/11/2017,12/02/2020,,,27,
UK107189202902,HOLSTEIN FRIESIAN,Female,24/11/2017,12/02/2020,,,27,
UK107189502660,Swedish Red X,Female,13/10/2016,12/02/2020,,,40,
UK106710102587,HOLSTEIN FRIESIAN,Female,16/06/2017,12/02/2020,,,32,
UK106710402569,Holstein,Female,07/05/2017,12/02/2020,,,33,
UK107189402771,HOLSTEIN FRIESIAN X,Female,20/02/2017,12/02/2020,,,36,
UK107189602857,HOLSTEIN FRIESIAN,Female,04/10/2017,12/02/2020,,,28,
UK107189502758,Swedish Red X,Female,30/01/2017,12/02/2020,,,36,
UK107189602822,BRITISH FRIESIAN X,Female,29/07/2017,12/02/2020,,,30,
UK107189102901,HOLSTEIN FRIESIAN,Female,23/11/2017,12/02/2020,,,27,
UK107189302889,HOLSTEIN FRIESIAN X,Female,12/11/2017,12/02/2020,,,27,
UK107189102873,HOLSTEIN FRIESIAN X,Female,28/10/2017,12/02/2020,,,27,
UK107189102894,HOLSTEIN FRIESIAN,Female,21/11/2017,12/02/2020,,,27,
UK107189102824,HOLSTEIN FRIESIAN X,Female,05/08/2017,12/02/2020,,,30,
UK107189602962,HOLSTEIN FRIESIAN,Female,26/02/2018,12/02/2020,,,23,
UK106710402562,Holstein,Female,16/04/2017,12/02/2020,,,34,
UK106710202567,Holstein,Female,02/05/2017,12/02/2020,,,33,
UK106710302554,HOLSTEIN FRIESIAN,Female,26/03/2017,12/02/2020,,,35,
UK107189202860,Swedish Red X,Female,10/10/2017,12/02/2020,,,28,
UK106710602571,Holstein,Female,12/05/2017,12/02/2020,,,33,
UK107189402820,HOLSTEIN FRIESIAN,Female,23/07/2017,12/02/2020,,,31,
UK107189702760,BRITISH FRIESIAN X,Female,06/02/2017,12/02/2020,,,36,
UK107189302861,HOLSTEIN FRIESIAN,Female,11/10/2017,12/02/2020,,,28,
UK107189702816,HOLSTEIN FRIESIAN,Female,18/06/2017,12/02/2020,,,32,
UK107189402883,HOLSTEIN FRIESIAN,Female,07/11/2017,12/02/2020,,,27,
UK106710602585,HOLSTEIN FRIESIAN,Female,16/06/2017,12/02/2020,,,32,
UK107189202818,HOLSTEIN FRIESIAN,Female,22/07/2017,12/02/2020,,,31,
UK107189402897,HOLSTEIN FRIESIAN,Female,22/11/2017,12/02/2020,,,27,
UK107189702774,Swedish Red X,Female,02/03/2017,12/02/2020,,,35,
UK107189602675,Swedish Red X,Female,24/10/2016,12/02/2020,,,40,
UK106710402660,HOLSTEIN FRIESIAN,Female,15/11/2017,12/02/2020,,,27,
UK107189202811,HOLSTEIN FRIESIAN,Female,24/05/2017,12/02/2020,,,33,
UK107189702865,HOLSTEIN FRIESIAN,Female,15/10/2017,12/02/2020,,,28,
UK107189202874,Swedish Red X,Female,28/10/2017,12/02/2020,,,27,
UK107189502863,HOLSTEIN FRIESIAN X,Female,11/10/2017,12/02/2020,,,28,
UK107189102852,BRITISH FRIESIAN X,Female,27/09/2017,12/02/2020,,,28,
UK107189402855,HOLSTEIN FRIESIAN,Female,01/10/2017,12/02/2020,,,28,
UK106710502626,HOLSTEIN FRIESIAN,Female,01/09/2017,12/02/2020,,,29,
UK106710102615,HOLSTEIN FRIESIAN,Female,28/07/2017,12/02/2020,,,30,
UK106710502563,HOLSTEIN FRIESIAN,Female,20/04/2017,12/02/2020,,,34,
UK106710502542,HOLSTEIN FRIESIAN,Female,09/03/2017,12/02/2020,,,35,
UK106710602606,HOLSTEIN FRIESIAN,Female,14/07/2017,12/02/2020,,,31,
UK107189702851,HOLSTEIN FRIESIAN,Female,27/09/2017,12/02/2020,,,28,
UK107189202888,HOLSTEIN FRIESIAN,Female,08/11/2017,12/02/2020,,,27,
UK106710502605,HOLSTEIN FRIESIAN,Female,13/07/2017,12/02/2020,,,31,
UK107189602815,HOLSTEIN FRIESIAN,Female,18/06/2017,12/02/2020,,,32,
UK106710502521,HOLSTEIN FRIESIAN,Female,06/02/2017,23/02/2020,31/377/0042 Nafferton Farm,,37,
UK106710302540,HOLSTEIN FRIESIAN,Female,09/03/2017,23/02/2020,31/377/0042 Nafferton Farm,,36,
UK106710402667,HOLSTEIN FRIESIAN,Female,10/12/2017,23/02/2020,31/377/0042 Nafferton Farm,,26,
UK107189502849,BRITISH FRIESIAN X,Female,25/09/2017,23/02/2020,31/377/0042 Nafferton Farm,,29,
UK107189202895,HOLSTEIN FRIESIAN,Female,21/11/2017,23/02/2020,31/377/0042 Nafferton Farm,,27,
UK107189502898,HOLSTEIN FRIESIAN,Female,22/11/2017,23/02/2020,31/377/0042 Nafferton Farm,,27,
UK107189703278,HOLSTEIN FRIESIAN,Female,24/03/2019,,,,25,
UK107189103279,HOLSTEIN FRIESIAN,Female,24/03/2019,,,,25,
UK107189303295,HOLSTEIN FRIESIAN,Female,01/04/2019,,,,24,
UK107189203301,HOLSTEIN FRIESIAN,Female,05/04/2019,,,,24,
UK107189203308,HOLSTEIN FRIESIAN,Female,11/04/2019,,,,24,
UK107189503311,HOLSTEIN FRIESIAN,Female,13/04/2019,,,,24,
UK107189703313,HOLSTEIN FRIESIAN,Female,14/04/2019,23/02/2021,31/377/0042 Nafferton Farm,,22,
UK107189503318,HOLSTEIN FRIESIAN X,Female,27/04/2019,,,,23,
UK107189103321,HOLSTEIN FRIESIAN,Female,07/05/2019,,,,23,
UK107189503325,HOLSTEIN FRIESIAN X,Female,08/05/2019,,,,23,
UK107189603326,HOLSTEIN FRIESIAN,Female,09/05/2019,,,,23,
UK107189703327,Swedish Red X,Female,09/05/2019,,,,23,
UK107189103328,HOLSTEIN FRIESIAN,Female,14/05/2019,23/02/2021,31/377/0042 Nafferton Farm,,21,
UK107189203357,HOLSTEIN FRIESIAN,Female,17/07/2019,,,,21,
UK107189603361,Holstein,Female,24/07/2019,,,,20,
UK107189703362,HOLSTEIN FRIESIAN,Female,24/07/2019,,,,20,
UK107189103363,Holstein,Female,26/07/2019,,,,20,
UK107189203364,HOLSTEIN FRIESIAN,Female,31/08/2019,,,,19,
UK107189403366,HOLSTEIN FRIESIAN,Female,31/08/2019,,,,19,
UK107189503367,HOLSTEIN FRIESIAN,Female,30/08/2019,,,,19,
UK107189103370,HOLSTEIN FRIESIAN,Female,27/08/2019,,,,19,
UK107189403380,HOLSTEIN FRIESIAN,Female,21/09/2019,,,12/12/2019,2,
UK107189503381,HOLSTEIN FRIESIAN,Female,22/09/2019,,,,18,
UK107189603382,HOLSTEIN FRIESIAN,Female,22/09/2019,,,07/12/2020,14,
UK107189203392,HOLSTEIN FRIESIAN,Female,03/10/2019,,,,18,
UK107189503395,HOLSTEIN FRIESIAN,Female,08/10/2019,,,02/12/2020,14,
UK107189703397,HOLSTEIN FRIESIAN,Female,14/10/2019,,,,18,
UK107189103398,HOLSTEIN FRIESIAN,Female,14/10/2019,,,,18,
UK107189103405,HOLSTEIN FRIESIAN,Female,01/01/2020,,,,15,
UK107189503402,HOLSTEIN FRIESIAN,Female,03/11/2019,,,,17,
UK107189603403,HOLSTEIN FRIESIAN,Female,03/11/2019,,,,17,
UK107189703404,HOLSTEIN FRIESIAN,Female,03/11/2019,,,,17,
UK107189203406,Swedish Red X,Female,03/11/2019,,,,17,
UK107189303407,HOLSTEIN FRIESIAN,Female,03/11/2019,,,,17,
UK107189503472,HOLSTEIN FRIESIAN,Female,07/01/2020,,,04/04/2020,2,
UK107189603473,HOLSTEIN FRIESIAN,Female,10/01/2020,,,,15,
UK107189103475,Holstein,Female,30/12/2019,,,,15,
UK107189403429,HOLSTEIN FRIESIAN,Female,28/12/2019,,,,15,
UK107189303428,HOLSTEIN FRIESIAN,Male,28/12/2019,,,10/04/2020,3,
UK107189503430,HOLSTEIN FRIESIAN,Female,28/12/2019,,,,15,
UK107189103419,HOLSTEIN FRIESIAN,Female,28/12/2019,,,,15,
UK107189303421,HOLSTEIN FRIESIAN,Female,28/12/2019,,,,15,
UK107189403422,HOLSTEIN FRIESIAN,Female,29/12/2019,,,,15,
UK107189603424,HOLSTEIN FRIESIAN,Female,29/12/2019,,,,15,
UK107189203427,HOLSTEIN FRIESIAN X,Female,30/12/2019,,,,15,
UK107189103426,Swedish Red X,Female,30/12/2019,,,,15,
UK107189503423,HOLSTEIN FRIESIAN,Female,30/12/2019,,,,15,
UK107189203434,Holstein,Female,30/12/2019,,,,15,
UK107189203476,HOLSTEIN FRIESIAN,Female,01/01/2020,,,,15,
UK107189103433,HOLSTEIN FRIESIAN,Female,01/01/2020,,,,15,
UK107189303435,HOLSTEIN FRIESIAN,Female,01/01/2020,,,,15,
UK107189603431,HOLSTEIN X,Female,01/01/2020,,,,15,
UK107189703369,HOLSTEIN FRIESIAN,Female,27/08/2019,,,,19,
UK107189403373,HOLSTEIN FRIESIAN,Female,01/09/2019,,,,19,
UK107189303400,HOLSTEIN FRIESIAN,Female,15/10/2019,,,,18,
UK107189203462,HOLSTEIN FRIESIAN,Female,02/01/2020,,,,15,
UK107189103454,HOLSTEIN FRIESIAN,Female,01/01/2020,,,,15,
UK107189603480,HOLSTEIN FRIESIAN,Female,25/01/2020,,,,14,
UK107189603487,HOLSTEIN FRIESIAN,Female,03/03/2020,,,,13,
UK107189303477,HOLSTEIN FRIESIAN X,Female,12/01/2020,,,,15,
UK107189703467,HOLSTEIN FRIESIAN,Female,05/01/2020,,,,15,
UK107189303484,Swedish Red X,Female,07/02/2020,,,,14,
UK107189603466,HOLSTEIN FRIESIAN,Female,05/01/2020,,,,15,
UK107189203469,Swedish Red X,Female,06/01/2020,,,,15,
UK107189503486,HOLSTEIN FRIESIAN,Female,24/02/2020,,,,13,
UK107189403478,HOLSTEIN FRIESIAN,Female,21/01/2020,,,,14,
UK107189403471,HOLSTEIN FRIESIAN,Female,07/01/2020,,,,15,
UK107189503409,HOLSTEIN FRIESIAN,Bull,03/11/2019,,,,17,
UK107189303505,BRITISH FRIESIAN X,Female,10/04/2020,08/06/2020,31/377/0042 Nafferton Farm,,1,
UK107189203490,HOLSTEIN FRIESIAN,Female,03/03/2020,,,,13,
UK107189503507,HOLSTEIN FRIESIAN,Female,12/04/2020,,,,12,
UK107189303491,HOLSTEIN FRIESIAN,Female,02/03/2020,,,,13,
UK107189503493,HOLSTEIN FRIESIAN,Female,10/04/2020,,,,12,
UK107189303414,HOLSTEIN FRIESIAN,Female,15/11/2019,,,,17,
UK107189703432,Swedish Red X,Female,29/12/2019,,,,15,
UK107189703411,HOLSTEIN FRIESIAN,Female,28/11/2019,,,,16,
UK107189203455,HOLSTEIN FRIESIAN X,Female,02/01/2020,,,,15,
UK106710102678,HOLSTEIN FRIESIAN,Female,04/01/2018,08/06/2020,31/377/0042 Nafferton Farm,,29,
UK106710402681,HOLSTEIN FRIESIAN,Female,09/01/2018,08/06/2020,31/377/0042 Nafferton Farm,,29,
UK106710402737,HOLSTEIN FRIESIAN,Female,12/04/2018,21/12/2020,31/377/0042 Nafferton Farm,,32,
UK107189402736,HOLSTEIN FRIESIAN X,Female,22/12/2016,21/12/2020,31/377/0042 Nafferton Farm,,48,
UK107189302910,HOLSTEIN FRIESIAN,Female,04/12/2017,23/02/2020,31/377/0042 Nafferton Farm,,27,
UK107189203497,HOLSTEIN FRIESIAN,Female,02/04/2020,,,,12,
UK107189203595,LONGHORN X,Female,10/11/2020,,,,5,
UK107189303519,HOLSTEIN FRIESIAN,Female,10/04/2020,,,,12,
UK107189303533,HOLSTEIN FRIESIAN,Female,24/04/2020,,,,11,
UK107189303589,BRITISH BLUE X,Bull,05/11/2020,,,,5,
UK107189303596,BRITISH FRIESIAN X,Bull,15/11/2020,,,,4,
UK 107189 303624,ABERDEEN ANGUS X,Bull,18/07/2020,,,,8,
UK107189403527,HOLSTEIN FRIESIAN,Female,10/04/2020,,,,12,
UK107189403590,LONGHORN X,Female,10/11/2020,,,,5,
UK107189403597,LONGHORN X,Female,15/11/2020,,,,4,
UK107189503584,LONGHORN X,Bull,06/11/2020,,,,5,
UK107189603515,HOLSTEIN FRIESIAN,Female,15/04/2020,,,,12,
UK107189603585,LONGHORN X,Female,06/11/2020,,,,5,
UK107189603592,LONGHORN X,Bull,10/11/2020,,,,5,
UK107189603676,LONGHORN X,Female,20/09/2020,,,,6,
UK107189403681,LONGHORN X,Bull,01/10/2020,,,,6,
UK107189403688,LONGHORN X,Bull,07/10/2020,,,,6,
UK107189503570,LONGHORN X,Bull,27/10/2020,,,,5,
UK107189503577,LONGHORN X,Female,01/11/2020,,,,5,
UK107189503633,LONGHORN X,Female,25/08/2020,,,,7,
UK107189503640,LONGHORN X,Female,30/08/2020,,,,7,
UK107189503682,LONGHORN X,Female,01/10/2020,,,,6,
UK107189503689,LONGHORN X,Female,07/10/2020,,,,6,
UK107189603557,ABERDEEN ANGUS X,Female,14/08/2020,,,,8,
UK107189603571,LONGHORN X,Bull,27/10/2020,,,,5,
UK107189603578,LONGHORN X,Female,30/10/2020,,,,5,
UK107189603641,Shorthorn,Bull,30/08/2020,,,,7,
UK107189603655,LONGHORN X,Female,03/09/2020,,,,7,
UK107189603683,LONGHORN X,Female,01/10/2020,,,,6,
UK107189703558,Longhorn,Female,23/08/2020,,,,7,
UK107189703572,ABERDEEN ANGUS X,Female,30/10/2020,,,,5,
UK107189703579,LONGHORN X,Bull,30/10/2020,,,,5,
UK107189703635,LONGHORN X,Bull,27/08/2020,,,,7,
UK107189703642,ABERDEEN ANGUS X,Female,31/08/2020,,,,7,
UK107189703663,LONGHORN X,Female,13/09/2020,,,,7,
UK107189703677,LONGHORN X,Female,20/09/2020,,,,6,
UK107189703684,LONGHORN X,Bull,02/10/2020,,,,6,
UK107189703691,LONGHORN X,Female,07/10/2020,,,,6,
UK107189203679,LONGHORN X,Female,01/10/2020,,,,6,
UK107189303568,ABERDEEN ANGUS X,Female,27/10/2020,,,,5,
UK107189303575,LONGHORN X,Bull,01/11/2020,,,,5,
UK107189303582,LONGHORN X,Bull,02/11/2020,,,,5,
UK107189303631,LONGHORN X,Female,25/08/2020,,,,7,
UK107189303638,LONGHORN X,Female,27/08/2020,,,,7,
UK107189303645,Shorthorn,Bull,31/08/2020,,,,7,
UK107189303652,LONGHORN X,Bull,02/09/2020,,,,7,
UK107189303659,LONGHORN X,Female,04/09/2020,,,,7,
UK107189303673,LONGHORN X,Female,19/09/2020,,,,6,
UK107189303680,DAIRY SHORTHORN X,Bull,01/10/2020,,,,6,
UK107189303687,HOLSTEIN FRIESIAN,Female,07/10/2020,,,,6,
UK107189403576,LONGHORN X,Bull,01/11/2020,,,,5,
UK107189403625,LONGHORN X,Bull,05/08/2020,,,,8,
UK107189403632,LONGHORN X,Female,25/08/2020,,,,7,
UK107189403646,LONGHORN X,Bull,31/08/2020,,,,7,
UK107189403653,LONGHORN X,Female,02/09/2020,,,,7,
UK107189403660,LONGHORN X,Female,04/09/2020,,,,7,
UK107189403674,LONGHORN X,Bull,19/09/2020,,,,6,
UK107189103559,LONGHORN X,Female,23/08/2020,,,,7,
UK107189103566,LONGHORN X,Bull,27/10/2020,,,,5,
UK107189103573,ABERDEEN ANGUS X,Bull,30/10/2020,,,,5,
UK107189103580,LONGHORN X,Female,30/10/2020,,,,5,
UK107189103629,LONGHORN X,Bull,24/08/2020,,,,7,
UK107189103636,LONGHORN X,Female,27/08/2020,,,,7,
UK107189103643,LONGHORN X,Bull,31/08/2020,,,,7,
UK107189103657,LONGHORN X,Female,03/09/2020,,,,7,
UK107189103671,LONGHORN X,Bull,13/09/2020,,,,7,
UK107189103685,LONGHORN X,Bull,02/10/2020,,,,6,
UK107189203560,LONGHORN X,Female,24/08/2020,,,,7,
UK107189203567,LONGHORN X,Female,27/10/2020,,,24/02/2021,4,
UK107189203581,LONGHORN X,Female,30/10/2020,,,,5,
UK107189203630,LONGHORN X,Female,24/08/2020,,,,7,
UK107189203637,LONGHORN X,Bull,27/08/2020,,,,7,
UK107189203644,LONGHORN X,Bull,27/08/2020,,,,7,
UK107189203672,LONGHORN X,Female,19/09/2020,,,,6,
